,order_id,product_id,Sales,Quantity,Discount,Profit
334,CA-2012-137946,OFF-BI-10001922,4.752,1,0.2,1.6038
335,CA-2012-137946,TEC-CO-10001449,959.984,2,0.2,335.9944
336,CA-2012-137946,OFF-BI-10004140,14.368,4,0.2,4.49
337,CA-2011-129924,OFF-BI-10003314,7.712,2,0.2,2.7956
338,CA-2011-129924,FUR-TA-10004575,698.352,3,0.2,-17.4588
339,CA-2012-128167,OFF-FA-10000490,4.96,4,0.0,2.3312
340,CA-2011-122336,OFF-AR-10000122,17.856,4,0.2,1.116
341,CA-2011-122336,OFF-BI-10003656,509.97,10,0.7,-407.976
342,CA-2011-122336,OFF-FA-10002780,30.992,13,0.2,10.0724
343,CA-2011-122336,TEC-PH-10000702,71.928,12,0.4,8.3916
344,US-2012-120712,OFF-ST-10000107,88.8,4,0.2,-2.22
345,CA-2014-169901,TEC-PH-10002293,47.976,3,0.2,4.7976
346,CA-2014-134306,OFF-AR-10004027,7.56,3,0.0,3.0996
347,CA-2014-134306,OFF-PA-10000249,24.56,2,0.0,11.5432
348,CA-2014-134306,OFF-AR-10001374,12.96,2,0.0,4.1472
349,CA-2013-129714,TEC-AC-10000290,6.79,1,0.0,2.3086
350,CA-2013-129714,OFF-PA-10001970,24.56,2,0.0,11.5432
351,CA-2013-129714,OFF-BI-10002160,3.048,1,0.2,1.0668
352,CA-2013-129714,OFF-PA-10001970,49.12,4,0.0,23.0864
353,CA-2013-129714,OFF-BI-10004995,4355.168,4,0.2,1415.4296
354,CA-2013-138520,FUR-BO-10002268,388.704,6,0.2,-4.8588
355,CA-2013-138520,OFF-EN-10001137,8.26,2,0.0,3.7996
356,CA-2013-138520,OFF-AR-10002399,17.04,4,0.0,6.9864
357,CA-2013-138520,OFF-PA-10002713,34.4,5,0.0,15.824
358,CA-2013-130001,OFF-PA-10002666,36.24,5,0.2,11.325
359,CA-2014-155698,OFF-AP-10001124,647.84,8,0.0,168.4384
360,CA-2014-155698,OFF-LA-10001158,20.7,2,0.0,9.936
361,CA-2014-144904,OFF-LA-10001158,20.7,2,0.0,9.936
362,CA-2014-144904,FUR-CH-10000785,488.646,3,0.1,86.8704
363,CA-2014-144904,OFF-AR-10003732,5.56,2,0.0,1.4456
364,CA-2014-144904,FUR-FU-10000023,47.12,8,0.0,20.7328
365,CA-2011-123344,OFF-ST-10001713,211.96,4,0.0,8.4784
366,CA-2013-155516,OFF-BI-10002412,23.2,4,0.0,10.44
367,CA-2013-155516,OFF-SU-10001225,7.36,2,0.0,0.1472
368,CA-2013-155516,OFF-ST-10002406,104.79,7,0.0,29.3412
369,CA-2013-155516,FUR-BO-10002545,1043.92,4,0.0,271.4192
370,CA-2014-104745,OFF-PA-10002036,25.92,5,0.2,9.396
371,CA-2014-104745,OFF-ST-10002205,53.424,3,0.2,4.6746
372,US-2011-119137,OFF-BI-10001982,8.16,5,0.7,-5.712
373,US-2011-119137,TEC-AC-10003911,1023.936,8,0.2,179.1888
374,US-2011-119137,OFF-AR-10000658,9.24,1,0.2,0.924
375,US-2011-119137,TEC-AC-10002076,479.04,10,0.2,-29.94
376,US-2013-134656,OFF-PA-10003039,99.136,4,0.2,30.98
377,US-2014-134481,FUR-TA-10004915,1488.424,7,0.3,-297.6848
378,CA-2012-130792,OFF-AP-10000696,8.652,3,0.8,-20.3322
